Protein,Breast,Colon,Ewing_sarcoma,Melanoma,Ovary_patientsample,,exocarta top100,contém/não contém,,vesiclepedia top100,contém/não contém,,Vesiclepedia+exocarta,,
P62714,1,1,0,0,0,,,,,,,,O14522,,4216
P62910,1,0,0,0,1,,,,,,,,O14523,,4242
P63151,0,1,0,0,1,,,,,,,,O14525,,4259
P63173,1,0,0,0,1,,,,,,,,O14526,,4264
P63279,0,1,0,0,1,,,,,,,,O14529,,4274
P68036,0,1,0,1,0,,,,,,,,O14530,,4283
P78318,0,1,0,0,1,,,,,,,,O14531,,4303
P78332,0,1,0,0,1,,,,,,,,O14544,,4307
P78347,0,0,1,0,1,,,,,,,,O14548,,4312
P78406,1,0,0,0,1,,,,,,,,O14556,,4331
P83881,0,0,1,0,1,,,,,,,,O14558,,4387
P84090,0,1,0,0,1,,,,,,,,O14559,,4393
P98179,1,0,0,0,1,,,,,,,,O14561,,4421
Q01085,0,1,0,0,1,,,,,,,,O14569,,4460
Q01433,0,1,0,0,1,,,,,,,,O14576,,4469
Q01581,0,1,0,0,1,,,,,,,,O14578,,4478
Q01658,0,1,0,0,1,,,,,,,,O14579,,4482
Q01970,0,1,0,0,1,,,,,,,,O14594,,4497
Q02224,0,0,1,0,1,,,,,,,,O14595,,4511
Q02241,0,1,0,0,1,,,,,,,,O14602,,4512
Q02880,0,0,1,0,1,,,,,,,,O14607,,4537
Q02952,0,1,0,0,1,,,,,,,,O14610,,4540
Q03164,1,0,0,0,1,,,,,,,,O14617,,4552
Q04206,1,0,0,0,1,,,,,,,,O14618,,4570
Q05086,0,1,0,0,1,,,,,,,,O14626,,4594
Q05519,0,1,0,0,1,,,,,,,,O14638,,4602
Q06546,1,1,0,0,0,,,,,,,,O14639,,4631
Q08170,1,1,0,0,0,,,,,,,,O14641,,4673
Q08752,0,1,0,0,1,,,,,,,,O14646,,4697
Q10570,0,1,0,0,1,,,,,,,,O14647,,4744
Q12765,0,0,0,1,1,,,,,,,,O14649,,4753
Q12789,0,0,1,0,1,,,,,,,,O14653,,4761
Q12792,0,1,0,0,1,,,,,,,,O14654,,4763
Q12888,0,1,0,0,1,,,,,,,,O14656,,4793
Q12996,0,1,0,0,1,,,,,,,,O14657,,4823
Q13098,0,1,0,0,1,,,,,,,,O14662,,4846
Q13151,0,0,1,0,1,,,,,,,,O14668,,4865
Q13155,0,1,0,0,1,,,,,,,,O14672,,4867
Q13257,0,1,0,0,1,,,,,,,,O14678,,#N/D
Q13595,0,1,0,0,1,,,,,,,,O14681,,4999
Q13601,0,1,0,0,1,,,,,,,,O14684,,5001
Q13617,0,1,0,0,1,,,,,,,,O14686,,5008
Q14008,0,0,1,0,1,,,,,,,,O14709,,5069
Q14137,0,1,0,0,1,,,,,,,,O14713,,5094
Q14157,1,0,0,0,1,,,,,,,,O14715,,5106
Q14166,0,1,0,0,1,,,,,,,,O14727,,5111
Q14191,0,0,1,0,1,,,,,,,,O14730,,5115
Q14203,0,1,0,0,1,,,,,,,,O14732,,5122
Q14320,0,0,1,0,1,,,,,,,,O14733,,5143
Q14376,1,0,0,0,1,,,,,,,,O14735,,5149
Q14562,1,0,0,0,1,,,,,,,,O14737,,5184
Q14678,0,0,1,0,1,,,,,,,,O14744,,5215
Q14683,0,1,0,0,1,,,,,,,,O14745,,5218
Q14839,0,1,0,0,1,,,,,,,,O14756,,5253
Q14919,0,1,0,0,1,,,,,,,,O14763,,5261
Q14966,1,0,0,0,1,,,,,,,,O14764,,5269
Q14CX7,0,1,0,0,1,,,,,,,,O14772,,5285
Q15007,0,1,0,0,1,,,,,,,,O14773,,5290
Q15020,0,1,0,0,1,,,,,,,,O14775,,5295
Q15029,0,1,0,0,1,,,,,,,,O14776,,5301
Q15056,0,0,0,1,1,,,,,,,,O14777,,5318
Q15121,1,0,0,0,1,,,,,,,,O14782,,5335
Q15370,0,1,0,0,1,,,,,,,,O14786,,5378
Q15427,0,1,0,0,1,,,,,,,,O14787,,5392
Q15651,0,0,1,0,1,,,,,,,,O14788,,5431
Q15654,0,1,0,0,1,,,,,,,,O14791,,5433
Q15746,0,1,0,0,1,,,,,,,,O14792,,5449
Q16186,1,0,0,0,1,,,,,,,,O14795,,5490
Q16222,1,0,0,0,1,,,,,,,,O14798,,5492
Q16401,0,1,0,0,1,,,,,,,,O14802,,5501
Q16630,0,1,0,0,1,,,,,,,,O14804,,5536
Q16763,0,1,0,0,1,,,,,,,,O14807,,5563
Q2TAY7,0,1,0,0,1,,,,,,,,O14810,,5660
Q4FZB7,0,1,0,0,1,,,,,,,,O14815,,5746
Q4G0P3,0,0,1,0,1,,,,,,,,O14817,,5751
Q52LJ0,0,1,0,0,1,,,,,,,,O14818,,5786
Q53FA7,0,1,0,0,1,,,,,,,,O14827,,5800
Q53FT3,0,1,0,0,1,,,,,,,,O14828,,5803
Q53GS9,0,1,0,0,1,,,,,,,,O14829,,5811
Q53H96,0,1,0,0,1,,,,,,,,O14841,,5817
Q53HC9,0,1,0,0,1,,,,,,,,O14863,,5819
Q5BKZ1,0,1,0,0,1,,,,,,,,O14879,,5862
Q5CZC0,0,0,1,0,1,,,,,,,,O14880,,5865
Q5JS54,0,1,0,0,1,,,,,,,,O14893,,5913
Q5JSL3,0,1,0,0,1,,,,,,,,O14894,,5915
Q5JVF3,0,1,0,0,1,,,,,,,,O14896,,5931
Q5T7W0,1,0,0,0,1,,,,,,,,O14901,,6060
Q5T8P6,0,1,0,0,1,,,,,,,,O14907,,6067
Q5TA45,1,0,0,0,1,,,,,,,,O14908,,6072
Q5VT06,1,0,0,0,1,,,,,,,,O14910,,6131
Q5VTT5,1,0,0,0,1,,,,,,,,O14917,,6144
Q68CQ4,0,1,0,0,1,,,,,,,,O14920,,6243
Q69YN4,1,0,0,0,1,,,,,,,,O14925,,6274
Q6DD87,0,1,0,0,1,,,,,,,,O14929,,#N/D
Q6DKJ4,0,1,0,0,1,,,,,,,,O14933,,6297
Q6IA86,0,1,0,0,1,,,,,,,,O14936,,6322
Q6P1J9,0,1,0,0,1,,,,,,,,O14939,,6420
Q6P2Q9,0,1,0,0,1,,,,,,,,O14944,,6435
Q6P2S7,1,0,0,0,1,,,,,,,,O14948,,6436
Q6P5R6,0,1,0,0,1,,,,,,,,O14949,,6456
Q6PF05,1,0,0,0,1,,,,,,,,O14950,,#N/D
Q6PIJ6,0,0,1,0,1,,,,,,,,O14957,,6502
Q6PJT7,0,1,0,0,1,,,,,,,,O14958,,6515
Q6PKG0,0,0,1,0,1,,,,,,,,O14964,,6520
Q6UB99,0,1,0,0,1,,,,,,,,O14965,,6554
Q6UXN9,0,1,0,0,1,,,,,,,,O14966,,6612
Q6ZNL6,0,1,0,0,1,,,,,,,,O14967,,6690
Q70CQ2,1,0,0,0,1,,,,,,,,O14972,,6771
Q711Q0,1,0,0,0,1,,,,,,,,O14974,,#N/D
Q76FK4,0,0,1,0,1,,,,,,,,O14975,,6805
Q76N89,0,1,0,0,1,,,,,,,,O14976,,6812
Q7KZ85,0,1,0,0,1,,,,,,,,O14979,,6815
Q7L1Q6,0,1,0,0,1,,,,,,,,O14980,,6827
Q7L5N1,0,1,0,0,1,,,,,,,,O14981,,6849
Q7Z739,0,1,0,0,1,,,,,,,,O14983,,7017
Q7Z7L7,1,0,0,0,1,,,,,,,,O14986,,#N/D
Q86U42,0,0,1,0,1,,,,,,,,O14994,,7080
Q86U86,0,0,1,0,1,,,,,,,,O15013,,7083
Q86UW6,0,0,1,0,1,,,,,,,,O15014,,7109
Q86WQ0,0,1,0,0,1,,,,,,,,O15015,,7180
Q86X55,0,1,0,0,1,,,,,,,,O15018,,7191
Q86XP3,0,1,0,0,1,,,,,,,,O15020,,7210
Q8IVF4,0,0,1,0,1,,,,,,,,O15021,,7301
Q8IVL1,0,1,0,0,1,,,,,,,,O15027,,7311
Q8IWC1,0,0,1,0,1,,,,,,,,O15031,,7339
Q8IWV8,0,1,0,0,1,,,,,,,,O15033,,7362
Q8IWX8,0,1,0,0,1,,,,,,,,O15034,,7366
Q8IX12,1,1,0,0,0,,,,,,,,O15037,,7375
Q8IXM2,0,0,1,0,1,,,,,,,,O15040,,#N/D
Q8IYW2,1,0,0,0,1,,,,,,,,O15042,,7454
Q8IZL8,0,1,0,0,1,,,,,,,,O15047,,7482
Q8IZT6,0,0,1,0,1,,,,,,,,O15050,,7494
Q8N2W9,0,1,0,0,1,,,,,,,,O15054,,#N/D
Q8N392,1,1,0,0,0,,,,,,,,O15056,,7586
Q8N3U4,0,1,0,0,1,,,,,,,,O15061,,7599
Q8N3X1,0,1,0,0,1,,,,,,,,O15062,,7601
Q8N543,0,1,0,0,1,,,,,,,,O15066,,7644
Q8N8N7,1,0,0,0,1,,,,,,,,O15067,,7732
Q8NA47,0,0,1,0,1,,,,,,,,O15068,,7773
Q8NEV4,0,0,1,0,1,,,,,,,,O15072,,7914
Q8NEZ5,0,1,0,0,1,,,,,,,,O15075,,7923
Q8NG66,0,0,1,0,1,,,,,,,,O15078,,7970
Q8TAF3,0,1,0,0,1,,,,,,,,O15083,,8050
Q8TAQ2,0,1,0,0,1,,,,,,,,O15084,,8058
Q8TAT6,0,1,0,0,1,,,,,,,,O15085,,8059
Q8TBC4,0,1,0,0,1,,,,,,,,O15090,,8079
Q8TCU4,1,0,0,0,1,,,,,,,,O15091,,8123
Q8TD57,0,1,0,0,1,,,,,,,,O15111,,8142
Q8TE73,0,0,1,0,1,,,,,,,,O15116,,8184
Q8TEQ6,0,1,0,0,1,,,,,,,,O15117,,8201
Q8TEX9,0,1,0,0,1,,,,,,,,O15118,,8209
Q8WU90,0,1,0,0,1,,,,,,,,O15119,,8245
Q8WUH2,0,1,0,0,1,,,,,,,,O15121,,8258
Q8WUI4,1,0,0,0,1,,,,,,,,O15126,,8260
Q8WVJ2,1,0,0,0,1,,,,,,,,O15127,,8296
Q8WVY7,0,1,0,0,1,,,,,,,,O15131,,#N/D
Q8WX92,0,1,0,0,1,,,,,,,,O15143,,8355
Q92522,0,0,1,0,1,,,,,,,,O15144,,8433
Q92616,0,1,0,0,1,,,,,,,,O15145,,8471
Q92734,1,0,0,0,1,,,,,,,,O15155,,8496
Q92769,0,1,0,0,1,,,,,,,,O15156,,8507
Q92794,1,0,0,0,1,,,,,,,,O15160,,8514
Q92804,0,0,1,0,1,,,,,,,,O15162,,8518
Q92900,0,1,0,0,1,,,,,,,,O15164,,8547
Q92922,0,0,1,0,1,,,,,,,,O15169,,8556
Q92925,0,1,0,0,1,,,,,,,,O15173,,8557
Q92979,0,1,0,0,1,,,,,,,,O15182,,8569
Q93008,0,1,0,0,1,,,,,,,,O15194,,8574
Q93034,0,1,0,0,1,,,,,,,,O15195,,8577
Q969U7,0,1,0,0,1,,,,,,,,O15197,,8624
Q96C90,0,1,0,0,1,,,,,,,,O15198,,8732
Q96DI7,0,1,0,0,1,,,,,,,,O15205,,8777
Q96GG9,0,1,0,0,1,,,,,,,,O15209,,8886
Q96GX9,0,1,0,0,1,,,,,,,,O15211,,8900
Q96JB1,0,0,1,0,1,,,,,,,,O15212,,8966
Q96JM2,1,0,0,0,1,,,,,,,,O15213,,8985
Q96JN0,0,0,1,0,1,,,,,,,,O15226,,8989
Q96KM6,0,1,0,0,1,,,,,,,,O15228,,9015
Q96KQ7,0,1,0,0,1,,,,,,,,O15229,,9023
Q96KR1,0,1,0,0,1,,,,,,,,O15230,,9024
Q96N67,0,0,1,0,1,,,,,,,,O15231,,9106
Q96P11,0,1,0,0,1,,,,,,,,O15232,,9132
Q96P70,0,1,0,0,1,,,,,,,,O15234,,9144
Q96PE2,0,0,1,0,1,,,,,,,,O15235,,9149
Q96QD9,0,0,1,0,1,,,,,,,,O15240,,#N/D
Q99426,1,0,0,0,1,,,,,,,,O15243,,9304
Q99598,0,1,0,0,1,,,,,,,,O15244,,9346
Q99614,1,0,0,0,1,,,,,,,,O15247,,9349
Q99996,0,0,1,0,1,,,,,,,,O15254,,9430
Q9BPX3,0,0,1,0,1,,,,,,,,O15255,,9436
Q9BQG0,0,1,0,0,1,,,,,,,,O15258,,9464
Q9BT73,0,1,0,0,1,,,,,,,,O15259,,9554
Q9BTE3,0,1,0,0,1,,,,,,,,O15260,,9563
Q9BVJ6,1,0,0,0,1,,,,,,,,O15264,,9639
Q9BXP5,0,1,0,0,1,,,,,,,,O15266,,9737
Q9BY32,0,0,0,1,1,,,,,,,,O15269,,9767
Q9BYW2,1,0,0,0,1,,,,,,,,O15270,,9821
Q9C005,0,1,0,0,1,,,,,,,,O15294,,9879
Q9C037,1,0,0,0,1,,,,,,,,O15296,,#N/D
Q9C0A1,1,0,0,0,1,,,,,,,,O15303,,9890
Q9C0B1,0,1,0,0,1,,,,,,,,O15304,,9892
Q9C0C9,0,1,0,0,1,,,,,,,,O15305,,9898
Q9GZL7,0,1,0,0,1,,,,,,,,O15321,,9923
Q9GZP4,0,1,0,0,1,,,,,,,,O15327,,9933
Q9GZP8,1,0,0,0,1,,,,,,,,O15344,,#N/D
Q9GZR7,0,1,0,0,1,,,,,,,,O15347,,9939
Q9GZZ9,0,1,0,0,1,,,,,,,,O15355,,9964
Q9H008,0,1,0,0,1,,,,,,,,O15357,,9965
Q9H074,0,1,0,0,1,,,,,,,,O15360,,9971
Q9H0C8,0,1,0,0,1,,,,,,,,O15371,,9986
Q9H2C0,0,1,0,0,1,,,,,,,,O15372,,10085
Q9H2J4,0,0,1,0,1,,,,,,,,O15374,,10093
Q9H3U1,0,1,0,0,1,,,,,,,,O15379,,10145
Q9H4A3,0,1,0,0,1,,,,,,,,O15381,,10163
Q9H792,1,0,0,0,1,,,,,,,,O15382,,10235
Q9H8Y8,0,1,0,0,1,,,,,,,,O15389,,10283
Q9H9L3,1,0,0,0,1,,,,,,,,O15392,,10304
Q9H9Q2,0,1,0,0,1,,,,,,,,O15393,,10307
Q9HAB8,0,1,0,0,1,,,,,,,,O15394,,10319
Q9HAV4,0,1,0,0,1,,,,,,,,O15397,,10337
Q9HCE0,0,0,1,0,1,,,,,,,,O15400,,10407
Q9NP77,0,1,0,0,1,,,,,,,,O15403,,#N/D
Q9NPH2,0,1,0,0,1,,,,,,,,O15417,,10512
Q9NQW6,0,1,0,0,1,,,,,,,,O15427,,10575
Q9NR09,0,1,0,0,1,,,,,,,,O15431,,10589
Q9NR48,1,0,0,0,1,,,,,,,,O15438,,10603
Q9NT62,0,1,0,0,1,,,,,,,,O15439,,10697
Q9NTZ6,0,1,0,0,1,,,,,,,,O15440,,10714
Q9NU22,1,0,0,0,1,,,,,,,,O15442,,10715
Q9NV70,0,1,0,0,1,,,,,,,,O15446,,10752
Q9NVS9,0,1,0,0,1,,,,,,,,O15455,,10779
Q9NVX2,0,1,0,0,1,,,,,,,,O15460,,10785
Q9NW64,0,1,0,0,1,,,,,,,,O15479,,10792
Q9NX55,0,0,1,0,1,,,,,,,,O15484,,10827
Q9NXG2,0,1,0,0,1,,,,,,,,O15492,,#N/D
Q9NXH9,0,1,0,0,1,,,,,,,,O15498,,10846
Q9NXV6,0,1,0,0,1,,,,,,,,O15499,,#N/D
Q9NYC9,0,1,0,0,1,,,,,,,,O15504,,10884
Q9NYF0,0,1,0,0,1,,,,,,,,O15511,,10886
Q9NYF8,0,0,1,0,1,,,,,,,,O15519,,10888
Q9NZL4,0,1,0,0,1,,,,,,,,O15520,,10953
Q9P0K7,1,0,0,0,1,,,,,,,,O15523,,11001
Q9P225,0,1,0,0,1,,,,,,,,O15525,,11035
Q9P287,0,1,0,0,1,,,,,,,,O15527,,11053
Q9P2I0,0,1,0,0,1,,,,,,,,O15530,,11080
Q9P2N5,0,1,0,0,1,,,,,,,,O15533,,11093
Q9P2T1,0,1,0,0,1,,,,,,,,O15534,,11104
Q9UBQ5,0,0,1,0,1,,,,,,,,O15540,,11151
Q9UBW8,0,1,0,0,1,,,,,,,,O15547,,11174
Q9UBZ9,0,0,1,0,1,,,,,,,,O15550,,#N/D
Q9UDT6,0,1,0,0,1,,,,,,,,O15551,,11183
Q9UHB9,0,1,0,0,1,,,,,,,,O15552,,11247
Q9UHJ6,0,1,0,0,1,,,,,,,,O15554,,11269
Q9UHV7,1,0,0,0,1,,,,,,,,O43143,,11281
Q9UHY1,0,1,0,0,1,,,,,,,,O43147,,11288
Q9UI26,0,1,0,0,1,,,,,,,,O43148,,11297
Q9UI30,0,1,0,0,1,,,,,,,,O43149,,11298
Q9UIC8,1,0,0,0,1,,,,,,,,O43150,,11307
Q9UIG0,0,0,1,0,1,,,,,,,,O43155,,11311
Q9UJC5,0,1,0,0,1,,,,,,,,O43156,,11345
Q9UJV9,0,0,1,0,1,,,,,,,,O43157,,11362
Q9UJX3,0,1,0,0,1,,,,,,,,O43159,,11367
Q9UKD2,0,1,0,0,1,,,,,,,,O43166,,11396
Q9UKF6,0,1,0,0,1,,,,,,,,O43167,,11400
Q9UKM9,0,1,0,0,1,,,,,,,,O43169,,11415
Q9UKV3,0,0,1,0,1,,,,,,,,O43172,,11437
Q9UNS2,0,1,0,0,1,,,,,,,,O43175,,11595
Q9UNX4,0,1,0,0,1,,,,,,,,O43181,,11598
Q9UPT8,0,0,1,0,1,,,,,,,,O43182,,11625
Q9UPU5,0,1,0,0,1,,,,,,,,O43184,,11626
Q9UQ35,0,0,1,0,1,,,,,,,,O43189,,11646
Q9UQ88,0,0,1,0,1,,,,,,,,O43193,,11652
Q9Y294,0,1,0,0,1,,,,,,,,O43194,,11714
Q9Y2K7,0,0,1,0,1,,,,,,,,O43196,,11755
Q9Y2T3,0,1,0,0,1,,,,,,,,O43237,,11779
Q9Y2Z0,0,1,0,0,1,,,,,,,,O43240,,11795
Q9Y3P9,1,0,0,0,1,,,,,,,,O43242,,11859
Q9Y3U8,0,1,0,0,1,,,,,,,,O43246,,11869
Q9Y4A5,0,0,1,0,1,,,,,,,,O43252,,11883
Q9Y4B6,0,1,0,0,1,,,,,,,,O43255,,11886
Q9Y4X5,0,1,0,0,1,,,,,,,,O43264,,11922
Q9Y4Z0,0,1,0,0,1,,,,,,,,O43278,,11924
Q9Y520,1,0,0,0,1,,,,,,,,O43280,,11927
A0A024RBG1,0,0,0,0,1,,,,,,,,O43286,,#N/D
A0A1B0GWK0,0,0,0,0,1,,,,,,,,O43290,,#N/D
A0A286YF01,0,0,0,0,1,,,,,,,,O43291,,#N/D
A0AUZ9,0,0,0,0,1,,,,,,,,O43292,,#N/D
A0MZ66,0,0,0,0,1,,,,,,,,O43294,,17
A1X283,0,0,0,0,1,,,,,,,,O43295,,37
A1Z1Q3,0,0,0,0,1,,,,,,,,O43296,,#N/D
A2RUC4,0,0,0,0,1,,,,,,,,O43299,,51
A3KN83,0,0,0,0,1,,,,,,,,O43300,,60
A4UGR9,0,0,0,0,1,,,,,,,,O43301,,71
A6H8Y1,0,0,0,0,1,,,,,,,,O43303,,87
A6NCC3,0,1,0,0,0,,,,,,,,O43306,,#N/D
A6ND36,0,0,0,0,1,,,,,,,,O43310,,#N/D
A6NDK9,0,0,0,0,1,,,,,,,,O43312,,100
A6NFN3,0,0,0,0,1,,,,,,,,O43313,,#N/D
A6NHQ2,0,1,0,0,0,,,,,,,,O43314,,122
A6NHR9,0,0,0,0,1,,,,,,,,O43315,,123
A6NIH7,0,0,0,0,1,,,,,,,,O43318,,130
A6NJZ7,0,0,0,0,1,,,,,,,,O43320,,#N/D
A7MCY6,0,1,0,0,0,,,,,,,,O43324,,#N/D
A8K8P3,0,0,0,0,1,,,,,,,,O43345,,175
A8MUH7,0,0,0,0,1,,,,,,,,O43361,,#N/D
A8MWD9,1,0,0,0,0,,,,,,,,O43374,,#N/D
A8MX34,0,0,0,0,1,,,,,,,,O43379,,#N/D
A8MXV4,0,0,0,0,1,,,,,,,,O43390,,193
C9J1S8,0,0,0,0,1,,,,,,,,O43395,,#N/D
G2XKQ0,1,0,0,0,0,,,,,,,,O43396,,#N/D
L0R819,0,0,0,0,1,,,,,,,,O43399,,#N/D
O00170,0,0,0,0,1,,,,,,,,O43402,,254
O00255,0,0,0,0,1,,,,,,,,O43405,,279
O00268,0,0,0,0,1,,,,,,,,O43423,,283
O00329,0,0,0,0,1,,,,,,,,O43424,,295
O00399,0,0,0,0,1,,,,,,,,O43426,,303
O00423,0,0,0,0,1,,,,,,,,O43427,,#N/D
O00425,0,0,0,0,1,,,,,,,,O43432,,311
O00442,0,0,0,0,1,,,,,,,,O43435,,313
O00458,0,0,0,0,1,,,,,,,,O43439,,319
O00459,0,0,0,0,1,,,,,,,,O43447,,320
O00470,0,0,0,0,1,,,,,,,,O43448,,326
O00472,0,0,0,0,1,,,,,,,,O43451,,328
O00479,0,0,0,0,1,,,,,,,,O43463,,#N/D
O00505,0,0,0,0,1,,,,,,,,O43464,,336
O00534,0,0,0,0,1,,,,,,,,O43488,,345
O00541,0,0,0,0,1,,,,,,,,O43490,,346
O00567,0,0,0,0,1,,,,,,,,O43491,,352
O00625,0,0,0,0,1,,,,,,,,O43493,,362
O00635,0,0,0,0,1,,,,,,,,O43497,,365
O14513,0,0,0,0,1,,,,,,,,O43504,,388
O14519,0,0,0,0,1,,,,,,,,O43505,,#N/D
O14531,0,0,0,0,1,,,,,,,,O43508,,397
O14578,0,0,0,0,1,,,,,,,,O43511,,406
O14593,0,0,0,0,1,,,,,,,,O43516,,#N/D
O14639,0,0,0,0,1,,,,,,,,O43520,,417
O14646,0,1,0,0,0,,,,,,,,O43525,,419
O14647,0,0,0,0,1,,,,,,,,O43526,,420
O14686,0,0,0,0,1,,,,,,,,O43541,,432
O14732,0,0,0,0,1,,,,,,,,O43542,,438
O14733,0,0,0,0,1,,,,,,,,O43548,,439
O14776,0,1,0,0,0,,,,,,,,O43555,,450
O14777,0,0,0,0,1,,,,,,,,O43556,,451
O14802,0,0,0,0,1,,,,,,,,O43561,,460
O14924,0,0,0,0,1,,,,,,,,O43566,,#N/D
O14933,0,0,0,0,1,,,,,,,,O43567,,485
O15040,0,0,0,0,1,,,,,,,,O43570,,519
O15054,0,0,0,0,1,,,,,,,,O43581,,523
O15061,0,0,0,0,1,,,,,,,,O43583,,525
O15084,0,0,0,0,1,,,,,,,,O43586,,534
O15116,0,0,0,0,1,,,,,,,,O43592,,539
O15119,0,0,0,0,1,,,,,,,,O43597,,542
O15151,0,0,0,0,1,,,,,,,,O43598,,#N/D
O15160,0,0,0,0,1,,,,,,,,O43602,,552
O15164,0,0,0,0,1,,,,,,,,O43609,,554
O15213,0,0,0,0,1,,,,,,,,O43612,,566
O15226,0,0,0,0,1,,,,,,,,O43615,,567
O15254,0,0,0,0,1,,,,,,,,O43617,,579
O15259,0,0,0,0,1,,,,,,,,O43633,,582
O15305,0,0,0,0,1,,,,,,,,O43638,,592
O15344,0,0,0,0,1,,,,,,,,O43639,,595
O15360,0,0,0,0,1,,,,,,,,O43653,,599
O15381,0,0,0,0,1,,,,,,,,O43657,,604
O15392,0,0,0,0,1,,,,,,,,O43660,,607
O15397,0,0,0,0,1,,,,,,,,O43663,,610
O15539,0,1,0,0,0,,,,,,,,O43665,,#N/D
O15541,1,0,0,0,0,,,,,,,,O43670,,#N/D
O15550,0,0,0,0,1,,,,,,,,O43674,,640
O43159,0,0,0,0,1,,,,,,,,O43676,,652
O43166,0,0,0,0,1,,,,,,,,O43677,,653
O43172,0,0,0,0,1,,,,,,,,O43678,,656
O43196,0,0,0,0,1,,,,,,,,O43679,,664
O43237,0,0,0,0,1,,,,,,,,O43680,,665
O43251,0,1,0,0,0,,,,,,,,O43681,,#N/D
O43281,0,0,0,0,1,,,,,,,,O43684,,#N/D
O43324,0,0,0,0,1,,,,,,,,O43687,,693
O43390,0,1,0,0,0,,,,,,,,O43688,,698
O43395,0,0,0,0,1,,,,,,,,O43692,,699
O43422,0,0,0,0,1,,,,,,,,O43704,,#N/D
O43463,0,1,0,0,0,,,,,,,,O43707,,714
O43593,0,0,0,0,1,,,,,,,,O43708,,#N/D
O43665,0,0,0,0,1,,,,,,,,O43709,,756
O43670,0,0,0,0,1,,,,,,,,O43719,,757
O43719,0,0,0,0,1,,,,,,,,O43731,,773
O43741,0,0,0,0,1,,,,,,,,O43736,,777
O43805,0,0,0,0,1,,,,,,,,O43739,,#N/D
O43824,0,0,0,0,1,,,,,,,,O43741,,#N/D
O43918,1,0,0,0,0,,,,,,,,O43747,,814
O60216,0,0,0,0,1,,,,,,,,O43752,,818
O60231,0,0,0,0,1,,,,,,,,O43759,,822
O60237,0,0,0,0,1,,,,,,,,O43760,,826
O60244,0,0,0,0,1,,,,,,,,O43761,,830
O60256,0,0,0,0,1,,,,,,,,O43763,,832
O60281,0,0,0,0,1,,,,,,,,O43765,,842
O60294,0,0,0,0,1,,,,,,,,O43766,,#N/D
O60299,0,0,0,0,1,,,,,,,,O43776,,851
O60306,0,0,0,0,1,,,,,,,,O43781,,853
O60315,0,0,0,0,1,,,,,,,,O43790,,#N/D
O60318,0,0,0,0,1,,,,,,,,O43795,,859
O60502,0,0,0,0,1,,,,,,,,O43809,,890
O60508,0,0,0,0,1,,,,,,,,O43812,,#N/D
O60524,0,0,0,0,1,,,,,,,,O43813,,899
O60566,0,0,0,0,1,,,,,,,,O43815,,905
O60573,0,0,0,0,1,,,,,,,,O43818,,907
O60663,0,0,0,0,1,,,,,,,,O43820,,#N/D
O60671,0,0,0,0,1,,,,,,,,O43822,,#N/D
O60739,0,0,0,0,1,,,,,,,,O43823,,935
O60810,0,0,0,0,1,,,,,,,,O43827,,#N/D
O60825,0,0,0,0,1,,,,,,,,O43837,,947
O60826,0,0,0,0,1,,,,,,,,O43847,,948
O60828,0,0,0,0,1,,,,,,,,O43852,,#N/D
O60870,0,0,0,0,1,,,,,,,,O43854,,956
O60879,0,0,0,0,1,,,,,,,,O43861,,957
O60885,0,0,0,0,1,,,,,,,,O43865,,961
O60907,0,0,0,0,1,,,,,,,,O43866,,967
O60927,0,0,0,0,1,,,,,,,,O43895,,#N/D
O60942,0,1,0,0,0,,,,,,,,O43896,,977
O75113,0,0,0,0,1,,,,,,,,O43897,,#N/D
O75140,0,0,0,0,1,,,,,,,,O43903,,1012
O75147,0,0,0,0,1,,,,,,,,O43909,,1017
O75150,0,0,0,0,1,,,,,,,,O43913,,1018
O75152,0,0,0,0,1,,,,,,,,O43914,,1019
O75170,0,0,0,0,1,,,,,,,,O43916,,1025
O75175,0,0,0,0,1,,,,,,,,O43918,,1027
O75179,0,0,0,0,1,,,,,,,,O43920,,1028
O75182,0,0,0,0,1,,,,,,,,O43924,,1029
O75190,0,0,0,0,1,,,,,,,,O43933,,1031
O75191,0,0,0,0,1,,,,,,,,O60216,,1032
O75342,0,0,0,0,1,,,,,,,,O60218,,1053
O75391,0,0,0,0,1,,,,,,,,O60220,,1077
O75417,0,0,0,0,1,,,,,,,,O60229,,1082
O75420,0,0,0,0,1,,,,,,,,O60231,,1084
O75448,0,0,0,0,1,,,,,,,,O60232,,1094
O75449,0,0,0,0,1,,,,,,,,O60234,,1095
O75475,0,0,0,0,1,,,,,,,,O60235,,1097
O75494,0,0,0,0,1,,,,,,,,O60237,,1102
O75529,0,0,0,0,1,,,,,,,,O60241,,#N/D
O75530,0,0,0,0,1,,,,,,,,O60242,,1111
O75569,0,0,0,0,1,,,,,,,,O60243,,1121
O75586,1,0,0,0,0,,,,,,,,O60244,,#N/D
O75602,0,0,0,0,1,,,,,,,,O60245,,1129
O75607,0,0,0,0,1,,,,,,,,O60256,,1130
O75688,0,0,0,0,1,,,,,,,,O60258,,1146
O75689,0,0,0,0,1,,,,,,,,O60259,,#N/D
O75717,0,1,0,0,0,,,,,,,,O60262,,1154
O75764,0,0,0,0,1,,,,,,,,O60264,,1159
O75792,0,0,0,0,1,,,,,,,,O60266,,1163
O75808,0,0,0,0,1,,,,,,,,O60268,,1165
